ISBN,title,author,year,publisher,image_url,book_id,genre
0060976241,The Lone Ranger and Tonto Fistfight in Heaven,Sherman Alexie,1994,Perennial,http://images.amazon.com/images/P/0060976241.01.MZZZZZZZ.jpg,2920,Perennial
0767905202,Mr. Maybe,Jane Green,2002,Broadway Books,http://images.amazon.com/images/P/0767905202.01.MZZZZZZZ.jpg,2921,Broadway Books
0688170528,The Pact: A Love Story,Jodi Picoult,1999,Quill,http://images.amazon.com/images/P/0688170528.01.MZZZZZZZ.jpg,2922,Quill
0743225082,Man and Boy: A Novel,Tony Parsons,2002,Touchstone,http://images.amazon.com/images/P/0743225082.01.MZZZZZZZ.jpg,2923,Touchstone
0425184943,Blue Diary,Alice Hoffman,2002,Berkley Publishing Group,http://images.amazon.com/images/P/0425184943.01.MZZZZZZZ.jpg,2924,Berkley Publishing Group
0312977409,House of Dreams,Brenda Joyce,2001,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312977409.01.MZZZZZZZ.jpg,2925,St. Martin's Paperbacks
0380761327,Flowers from the Storm,Laura Kinsale,2003,Avon,http://images.amazon.com/images/P/0380761327.01.MZZZZZZZ.jpg,2926,Avon
055358183X,The Bride and the Beast,TERESA MEDEIROS,2001,Bantam,http://images.amazon.com/images/P/055358183X.01.MZZZZZZZ.jpg,2927,Bantam
0671867164,The Lottery Winner: Alvirah and Willy Stories,Mary Higgins Clark,1994,Simon & Schuster,http://images.amazon.com/images/P/0671867164.01.MZZZZZZZ.jpg,2928,Simon & Schuster
0060740450,One Hundred Years of Solitude (Oprah's Book Club),Gabriel Garcia Marquez,2004,Perennial,http://images.amazon.com/images/P/0060740450.01.MZZZZZZZ.jpg,2929,Perennial
1551660717,Forbidden Fruit,Erica Spindler,1996,Mira,http://images.amazon.com/images/P/1551660717.01.MZZZZZZZ.jpg,2930,Mira
0451199685,False Pretenses,Catherine Coulter,2004,Signet Book,http://images.amazon.com/images/P/0451199685.01.MZZZZZZZ.jpg,2931,Signet Book
0679441018,Memnoch the Devil : The Vampire Chronicles (Vampire Chronicles),ANNE RICE,1995,Knopf,http://images.amazon.com/images/P/0679441018.01.MZZZZZZZ.jpg,2932,Knopf
0345377648,Lasher (Lives of the Mayfair Witches),Anne Rice,1994,Ballantine Books,http://images.amazon.com/images/P/0345377648.01.MZZZZZZZ.jpg,2933,Ballantine Books
0064403688,Jacob Have I Loved,Katherine Paterson,1990,HarperTrophy,http://images.amazon.com/images/P/0064403688.01.MZZZZZZZ.jpg,2934,HarperTrophy
0064472795,"Princess in the Spotlight (The Princess Diaries, Vol. 2)",Meg Cabot,2002,HarperTrophy,http://images.amazon.com/images/P/0064472795.01.MZZZZZZZ.jpg,2935,HarperTrophy
0374480095,Tuck Everlasting,Natalie Babbitt,1985,"Farrar, Straus and Giroux (BYR)",http://images.amazon.com/images/P/0374480095.01.MZZZZZZZ.jpg,2936,"Farrar, Straus and Giroux (BYR)"
0553269631,The Heart Is a Lonely Hunter,CARSON MCCULLERS,1983,Bantam,http://images.amazon.com/images/P/0553269631.01.MZZZZZZZ.jpg,2937,Bantam
0915811006,Way of the Peaceful Warrior: A Book That Changes Lives (Peaceful Warrior),Dan Millman,1984,Pub Group West,http://images.amazon.com/images/P/0915811006.01.MZZZZZZZ.jpg,2938,Pub Group West
0786880708,"Wherever You Go, There You Are : Mindfulness Meditation in Everyday Life",Jon Kabat-Zinn,1995,Hyperion,http://images.amazon.com/images/P/0786880708.01.MZZZZZZZ.jpg,2939,Hyperion
0380728249,Almost Adam,Petru Popescu,1997,Avon Books,http://images.amazon.com/images/P/0380728249.01.MZZZZZZZ.jpg,2940,Avon Books
0380792648,Subterranean,James Rollins,1999,Avon,http://images.amazon.com/images/P/0380792648.01.MZZZZZZZ.jpg,2941,Avon
0812550293,"The Path of Daggers (The Wheel of Time, Book 8)",Robert Jordan,1999,Tor Fantasy,http://images.amazon.com/images/P/0812550293.01.MZZZZZZZ.jpg,2942,Tor Fantasy
0679751319,Dead Man Walking: An Eyewitness Account of the Death Penalty in the United States,Helen Prejean,1996,Vintage Books USA,http://images.amazon.com/images/P/0679751319.01.MZZZZZZZ.jpg,2943,Vintage Books USA
0553277537,Dandelion Wine (Grand Master Editions),RAY BRADBURY,1985,Bantam,http://images.amazon.com/images/P/0553277537.01.MZZZZZZZ.jpg,2944,Bantam
0449910237,Moo,Jane Smiley,1996,Ballantine Books,http://images.amazon.com/images/P/0449910237.01.MZZZZZZZ.jpg,2945,Ballantine Books
0380726238,A Drink Before the War (Patrick Kenzie/Angela Gennaro Novels),Dennis Lehane,1996,HarperTorch,http://images.amazon.com/images/P/0380726238.01.MZZZZZZZ.jpg,2946,HarperTorch
0399148701,Red Rabbit,Tom Clancy,2002,Putnam Publishing Group,http://images.amazon.com/images/P/0399148701.01.MZZZZZZZ.jpg,2947,Putnam Publishing Group
0837850681,The Story of Jonah (An Alice in Bibleland Storybook),Alice Joyce Davidson,1984,C.R. Gibson Company,http://images.amazon.com/images/P/0837850681.01.MZZZZZZZ.jpg,2948,C.R. Gibson Company
0425150143,Tom Clancy's Op-Center: Mirror Image (Tom Clancy's Op Center (Paperback)),Tom Clancy,1995,Berkley Publishing Group,http://images.amazon.com/images/P/0425150143.01.MZZZZZZZ.jpg,2949,Berkley Publishing Group
0061096113,Mistaken Identity,Lisa Scottoline,2000,HarperTorch,http://images.amazon.com/images/P/0061096113.01.MZZZZZZZ.jpg,2950,HarperTorch
0345409973,The Cobra Event,Richard Preston,1998,Ballantine Books,http://images.amazon.com/images/P/0345409973.01.MZZZZZZZ.jpg,2951,Ballantine Books
0671743074,GONE SOUTH,Robert McCammon,1993,Pocket,http://images.amazon.com/images/P/0671743074.01.MZZZZZZZ.jpg,2952,Pocket
0345413865,Billy Straight : A Novel,JONATHAN KELLERMAN,1999,Ballantine Books,http://images.amazon.com/images/P/0345413865.01.MZZZZZZZ.jpg,2953,Ballantine Books
0446609404,Cradle and All,James Patterson,2001,Warner Vision,http://images.amazon.com/images/P/0446609404.01.MZZZZZZZ.jpg,2954,Warner Vision
0449203794,Space,James A. Michener,1988,Fawcett Books,http://images.amazon.com/images/P/0449203794.01.MZZZZZZZ.jpg,2955,Fawcett Books
1573221937,How to Be Good,Nick Hornby,2001,Riverhead Books,http://images.amazon.com/images/P/1573221937.01.MZZZZZZZ.jpg,2956,Riverhead Books
0441002935,The Lunatic Cafe (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,2001,ACE Charter,http://images.amazon.com/images/P/0441002935.01.MZZZZZZZ.jpg,2957,ACE Charter
0441000916,The Laughing Corpse (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,1994,Ace Books,http://images.amazon.com/images/P/0441000916.01.MZZZZZZZ.jpg,2958,Ace Books
0060557257,Sushi for Beginners,Marian Keyes,2004,HarperTorch,http://images.amazon.com/images/P/0060557257.01.MZZZZZZZ.jpg,2959,HarperTorch
0373835876,Simply Sinful (Simply (Harlequin)),Carly Phillips,2003,Harlequin,http://images.amazon.com/images/P/0373835876.01.MZZZZZZZ.jpg,2960,Harlequin
037383599X,Simply Sensual (Harlequin Single Title),Carly Phillips,2004,Harlequin,http://images.amazon.com/images/P/037383599X.01.MZZZZZZZ.jpg,2961,Harlequin
0373835795,Simply Scandalous (Simply (Harlequin)),Carly Phillips,2003,Harlequin,http://images.amazon.com/images/P/0373835795.01.MZZZZZZZ.jpg,2962,Harlequin
0380812010,All About Love (Cynster Novels),Stephanie Laurens,2001,Avon,http://images.amazon.com/images/P/0380812010.01.MZZZZZZZ.jpg,2963,Avon
0312983301,Full Blast (Janet Evanovich's Full Series),Janet Evanovich,2004,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312983301.01.MZZZZZZZ.jpg,2964,St. Martin's Paperbacks
0373483694,Macgregor Grooms (Macgregors),Nora Roberts,1998,Silhouette,http://images.amazon.com/images/P/0373483694.01.MZZZZZZZ.jpg,2965,Silhouette
1551669374,Sisters Found,Joan Johnston,2002,Mira,http://images.amazon.com/images/P/1551669374.01.MZZZZZZZ.jpg,2966,Mira
1551669234,Stonebrook Cottage,Carla Neggers,2002,Mira,http://images.amazon.com/images/P/1551669234.01.MZZZZZZZ.jpg,2967,Mira
0804119538,The Defiant Hero,SUZANNE BROCKMANN,2001,Ivy Books,http://images.amazon.com/images/P/0804119538.01.MZZZZZZZ.jpg,2968,Ivy Books
0440225299,Numbered Account,CHRISTOPHER REICH,1998,Dell,http://images.amazon.com/images/P/0440225299.01.MZZZZZZZ.jpg,2969,Dell
0671642561,Fallen Hearts,V.C. Andrews,1988,Pocket,http://images.amazon.com/images/P/0671642561.01.MZZZZZZZ.jpg,2970,Pocket
0671695126,Secrets of the Morning (Cutler),V.C. Andrews,1991,Pocket,http://images.amazon.com/images/P/0671695126.01.MZZZZZZZ.jpg,2971,Pocket
0671443283,SEEDS OF YESTERDY (Dollanger Saga (Paperback)),V.C. Andrews,1984,Pocket,http://images.amazon.com/images/P/0671443283.01.MZZZZZZZ.jpg,2972,Pocket
0425144372,Clear and Present Danger,Tom Clancy,1994,Berkley Publishing Group,http://images.amazon.com/images/P/0425144372.01.MZZZZZZZ.jpg,2973,Berkley Publishing Group
055323336X,God Project,John Saul,1983,Bantam Books,http://images.amazon.com/images/P/055323336X.01.MZZZZZZZ.jpg,2974,Bantam Books
0060256656,The Giving Tree,Shel Silverstein,1964,HarperCollins Publishers,http://images.amazon.com/images/P/0060256656.01.MZZZZZZZ.jpg,2975,HarperCollins Publishers
044024126X,Taken,Thomas H. Cook,2002,Dell Publishing Company,http://images.amazon.com/images/P/044024126X.01.MZZZZZZZ.jpg,2976,Dell Publishing Company
0671729403,Fallen Hearts (Casteel),V.C. Andrews,1990,Pocket,http://images.amazon.com/images/P/0671729403.01.MZZZZZZZ.jpg,2977,Pocket
0671729438,Gates of Paradise (Casteel),V.C. Andrews,1990,Pocket,http://images.amazon.com/images/P/0671729438.01.MZZZZZZZ.jpg,2978,Pocket
0380718758,"Snow White, Blood Red",Ellen Datlow,1993,Eos,http://images.amazon.com/images/P/0380718758.01.MZZZZZZZ.jpg,2979,Eos
0671729446,Heaven (Casteel),V.C. Andrews,1990,Pocket,http://images.amazon.com/images/P/0671729446.01.MZZZZZZZ.jpg,2980,Pocket
0028604199,Once upon a More Enlightened Time: More Politically Correct Bedtime Stories,James Finn Garner,1995,MacMillan Publishing Company.,http://images.amazon.com/images/P/0028604199.01.MZZZZZZZ.jpg,2981,MacMillan Publishing Company.
0671526022,Color Purple,Alice Walker,1983,Washington Square Press,http://images.amazon.com/images/P/0671526022.01.MZZZZZZZ.jpg,2982,Washington Square Press
0425186709,Tom Clancy's Op-Center: Mission of Honor (Tom Clancy's Op Center (Paperback)),Jeff Rovin,2002,Berkley Publishing Group,http://images.amazon.com/images/P/0425186709.01.MZZZZZZZ.jpg,2983,Berkley Publishing Group
0671026682,Serpent : A Novel from the NUMA Files (Numa Files Series),Clive Cussler,2000,Pocket,http://images.amazon.com/images/P/0671026682.01.MZZZZZZZ.jpg,2984,Pocket
0399151613,The Jane Austen Book Club,Karen Joy Fowler,2004,Marian Wood Book,http://images.amazon.com/images/P/0399151613.01.MZZZZZZZ.jpg,2985,Marian Wood Book
0679729798,The Sheltering Sky (Vintage International),Paul Bowles,1990,Random House Inc,http://images.amazon.com/images/P/0679729798.01.MZZZZZZZ.jpg,2986,Random House Inc
0684834731,The Locket : A Novel (Christmas Box Trilogy),Richard Paul Evans,1998,Simon & Schuster,http://images.amazon.com/images/P/0684834731.01.MZZZZZZZ.jpg,2987,Simon & Schuster
0553561723,Burning Time (April Woo Suspense Novels (Paperback)),LESLIE GLASS,1995,Bantam,http://images.amazon.com/images/P/0553561723.01.MZZZZZZZ.jpg,2988,Bantam
0670839531,Needful Things: The Last Castle Rock Story,Stephen King,1991,Viking Books,http://images.amazon.com/images/P/0670839531.01.MZZZZZZZ.jpg,2989,Viking Books
0446358584,The Talbot Odyssey,Nelson DeMille,1991,Warner Books,http://images.amazon.com/images/P/0446358584.01.MZZZZZZZ.jpg,2990,Warner Books
0374121230,Child of My Heart,Alice McDermott,2002,Farrar Straus & Giroux,http://images.amazon.com/images/P/0374121230.01.MZZZZZZZ.jpg,2991,Farrar Straus & Giroux
0671014218,The Mulberry Tree,Jude Deveraux,2002,Atria Books,http://images.amazon.com/images/P/0671014218.01.MZZZZZZZ.jpg,2992,Atria Books
0515123447,Killing Floor,Lee Child,1998,Jove Books,http://images.amazon.com/images/P/0515123447.01.MZZZZZZZ.jpg,2993,Jove Books
0441010512,Club Dead (Southern Vampire Mysteries),Charlaine Harris,2003,Ace Books,http://images.amazon.com/images/P/0441010512.01.MZZZZZZZ.jpg,2994,Ace Books
0385503954,Atonement: A Novel,Ian McEwan,2002,Nan A. Talese,http://images.amazon.com/images/P/0385503954.01.MZZZZZZZ.jpg,2995,Nan A. Talese
088730866X,The Dilbert Future: Thriving on Stupidity in the 21st Century,Scott Adams,1997,HarperCollins Publishers,http://images.amazon.com/images/P/088730866X.01.MZZZZZZZ.jpg,2996,HarperCollins Publishers
0385507607,The Probable Future,ALICE HOFFMAN,2003,Doubleday,http://images.amazon.com/images/P/0385507607.01.MZZZZZZZ.jpg,2997,Doubleday
0743206061,The Second Time Around : A Novel,Mary Higgins Clark,2003,Simon & Schuster,http://images.amazon.com/images/P/0743206061.01.MZZZZZZZ.jpg,2998,Simon & Schuster
0553802461,Dead Aim,IRIS JOHANSEN,2003,Bantam,http://images.amazon.com/images/P/0553802461.01.MZZZZZZZ.jpg,2999,Bantam
0440224071,Los Alamos: A Novel,Joseph Kanon,1998,Island,http://images.amazon.com/images/P/0440224071.01.MZZZZZZZ.jpg,3000,Island
0440174643,Roots,ALEX HALEY,1980,Dell,http://images.amazon.com/images/P/0440174643.01.MZZZZZZZ.jpg,3001,Dell
0449221393,Driving Force,Dick Francis,1994,Fawcett Books,http://images.amazon.com/images/P/0449221393.01.MZZZZZZZ.jpg,3002,Fawcett Books
0449147282,Milk and Honey (Peter Decker & Rina Lazarus Novels (Paperback)),Faye Kellerman,1991,Fawcett Books,http://images.amazon.com/images/P/0449147282.01.MZZZZZZZ.jpg,3003,Fawcett Books
0553275100,The Butcher's Theater,Jonathan Kellerman,1989,Bantam Books,http://images.amazon.com/images/P/0553275100.01.MZZZZZZZ.jpg,3004,Bantam Books
0671660632,Dirk Gently's Holistic Detective Agency,Douglas Adams,1988,Pocket,http://images.amazon.com/images/P/0671660632.01.MZZZZZZZ.jpg,3005,Pocket
0345323750,The Life and Loves of a She-Devil,Fay Weldon,1993,Ballantine Books,http://images.amazon.com/images/P/0345323750.01.MZZZZZZZ.jpg,3006,Ballantine Books
0345391837,"So Long, and Thanks for All the Fish",DOUGLAS ADAMS,1999,Ballantine Books,http://images.amazon.com/images/P/0345391837.01.MZZZZZZZ.jpg,3007,Ballantine Books
0571081789,Bell Jar,Sylvia Plath,0,Faber Faber Inc,http://images.amazon.com/images/P/0571081789.01.MZZZZZZZ.jpg,3008,Faber Faber Inc
0310209307,The Case for Christ:  A Journalist's Personal Investigation of the Evidence for Jesus,Lee Strobel,1998,Zondervan Publishing Company,http://images.amazon.com/images/P/0310209307.01.MZZZZZZZ.jpg,3009,Zondervan Publishing Company
0440214114,Mixed Blessings,DANIELLE STEEL,1993,Dell,http://images.amazon.com/images/P/0440214114.01.MZZZZZZZ.jpg,3010,Dell
0671016652,Three Wishes,Barbara Delinsky,1998,Pocket,http://images.amazon.com/images/P/0671016652.01.MZZZZZZZ.jpg,3011,Pocket
0312099436,Women of the Silk : A Novel,Gail Tsukiyama,1993,St. Martin's Griffin,http://images.amazon.com/images/P/0312099436.01.MZZZZZZZ.jpg,3012,St. Martin's Griffin
0446357421,If Tomorrow Comes,Sidney Sheldon,1988,Warner Books,http://images.amazon.com/images/P/0446357421.01.MZZZZZZZ.jpg,3013,Warner Books
0399141065,Contagion,Robin Cook,1995,Putnam Pub Group,http://images.amazon.com/images/P/0399141065.01.MZZZZZZZ.jpg,3014,Putnam Pub Group
0449215571,Gone to Soldiers,MARGE PIERCY,1988,Fawcett,http://images.amazon.com/images/P/0449215571.01.MZZZZZZZ.jpg,3015,Fawcett
0553212478,Frankenstein (Changing Our World),Mary Wollstonecraft Shelley,1984,Bantam,http://images.amazon.com/images/P/0553212478.01.MZZZZZZZ.jpg,3016,Bantam
0842329242,Nicolae: The Rise of Antichrist (Left Behind No. 3),Tim F. Lahaye,1998,Tyndale House Publishers,http://images.amazon.com/images/P/0842329242.01.MZZZZZZZ.jpg,3017,Tyndale House Publishers
0553106333,Ashes to Ashes,Tami Hoag,1999,Bantam,http://images.amazon.com/images/P/0553106333.01.MZZZZZZZ.jpg,3018,Bantam
0425168298,Secret Prey,John Sandford,2003,Berkley Publishing Group,http://images.amazon.com/images/P/0425168298.01.MZZZZZZZ.jpg,3019,Berkley Publishing Group
0345433165,The Right Hand of Evil,John Saul,1999,Ballantine Books,http://images.amazon.com/images/P/0345433165.01.MZZZZZZZ.jpg,3020,Ballantine Books
0515129232,Second Wind,Dick Francis,2000,Jove Books,http://images.amazon.com/images/P/0515129232.01.MZZZZZZZ.jpg,3021,Jove Books
0316898163,"River, Cross My Heart : A Novel",Breena Clarke,2000,"Little, Brown",http://images.amazon.com/images/P/0316898163.01.MZZZZZZZ.jpg,3022,"Little, Brown"
0345367693,Diamond Throne (Elenium (Paperback)),David Eddings,1990,Del Rey,http://images.amazon.com/images/P/0345367693.01.MZZZZZZZ.jpg,3023,Del Rey
0345373529,"The Ruby Knight (Elenium, Book 2)",David Eddings,1991,Del Rey Books,http://images.amazon.com/images/P/0345373529.01.MZZZZZZZ.jpg,3024,Del Rey Books
0446357448,Bloodline,Sidney Sheldon,1988,Warner Books,http://images.amazon.com/images/P/0446357448.01.MZZZZZZZ.jpg,3025,Warner Books
0671689746,Sweet Liar,Jude Deveraux,1993,Pocket,http://images.amazon.com/images/P/0671689746.01.MZZZZZZZ.jpg,3026,Pocket
067972768X,The Joy Luck Club (Vintage Contemporaries),Amy Tan,1991,Vintage Books USA,http://images.amazon.com/images/P/067972768X.01.MZZZZZZZ.jpg,3027,Vintage Books USA
0440207428,Minotaur,Stephen Coonts,1995,Dell Publishing Company,http://images.amazon.com/images/P/0440207428.01.MZZZZZZZ.jpg,3028,Dell Publishing Company
0553574566,A Monstrous Regiment of Women,LAURIE R. KING,1996,Bantam,http://images.amazon.com/images/P/0553574566.01.MZZZZZZZ.jpg,3029,Bantam
1551664348,Montana,Debbie Macomber,1998,Mira,http://images.amazon.com/images/P/1551664348.01.MZZZZZZZ.jpg,3030,Mira
0061099732,Outer Banks,Anne Rivers Siddons,1992,HarperTorch,http://images.amazon.com/images/P/0061099732.01.MZZZZZZZ.jpg,3031,HarperTorch
0515110396,Compelling Evidence,Steven Paul Martini,1993,Jove Books,http://images.amazon.com/images/P/0515110396.01.MZZZZZZZ.jpg,3032,Jove Books
0385335555,Tell No One,HARLAN COBEN,2001,Delacorte Press,http://images.amazon.com/images/P/0385335555.01.MZZZZZZZ.jpg,3033,Delacorte Press
0385729332,The Sisterhood of the Traveling Pants,Ann Brashares,2001,Delacorte Press,http://images.amazon.com/images/P/0385729332.01.MZZZZZZZ.jpg,3034,Delacorte Press
0061099155,People of Darkness (Jim Chee Novels),Tony Hillerman,1991,HarperTorch,http://images.amazon.com/images/P/0061099155.01.MZZZZZZZ.jpg,3035,HarperTorch
051512768X,The Orchid Hunter,Jill Marie Landis,2000,Jove Books,http://images.amazon.com/images/P/051512768X.01.MZZZZZZZ.jpg,3036,Jove Books
0345315715,Robots of Dawn (Robots of Dawn),Isaac Asimov,1989,Del Rey Books,http://images.amazon.com/images/P/0345315715.01.MZZZZZZZ.jpg,3037,Del Rey Books
0425115291,Silver Tower,Dale Brown,1995,Berkley Publishing Group,http://images.amazon.com/images/P/0425115291.01.MZZZZZZZ.jpg,3038,Berkley Publishing Group
1551667010,The Soul Catcher: A Maggie O'Dell Novel,Alex Kava,2003,Mira,http://images.amazon.com/images/P/1551667010.01.MZZZZZZZ.jpg,3039,Mira
0425168220,"State of Siege (Tom Clancy's Op-Center, 6)",Tom Clancy,1999,Berkley Publishing Group,http://images.amazon.com/images/P/0425168220.01.MZZZZZZZ.jpg,3040,Berkley Publishing Group
0440220793,The 13th Juror,John T. Lescroart,1995,Dell,http://images.amazon.com/images/P/0440220793.01.MZZZZZZZ.jpg,3041,Dell
0425146413,Night Prey,John Sandford,2004,Berkley Publishing Group,http://images.amazon.com/images/P/0425146413.01.MZZZZZZZ.jpg,3042,Berkley Publishing Group
0553566075,Dead Man's Island,Carolyn G. Hart,1994,Bantam Books,http://images.amazon.com/images/P/0553566075.01.MZZZZZZZ.jpg,3043,Bantam Books
0380793342,The Heir,Johanna Lindsey,2001,Avon,http://images.amazon.com/images/P/0380793342.01.MZZZZZZZ.jpg,3044,Avon
0515094773,Vows,LaVyrle Spencer,1996,Jove Books,http://images.amazon.com/images/P/0515094773.01.MZZZZZZZ.jpg,3045,Jove Books
0345333926,Ringworld,Larry Niven,1990,Del Rey Books,http://images.amazon.com/images/P/0345333926.01.MZZZZZZZ.jpg,3046,Del Rey Books
0446603503,Superstitious,R. L. Stine,1996,Warner Books,http://images.amazon.com/images/P/0446603503.01.MZZZZZZZ.jpg,3047,Warner Books
0440225825,Move to Strike,Perri O'Shaughnessy,2001,Island,http://images.amazon.com/images/P/0440225825.01.MZZZZZZZ.jpg,3048,Island
0312977026,K-Pax,Gene Brewer,2001,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312977026.01.MZZZZZZZ.jpg,3049,St. Martin's Paperbacks
044022330X,Rush Limbaugh Is a Big Fat Idiot: And Other Observations,Al Franken,1996,Island,http://images.amazon.com/images/P/044022330X.01.MZZZZZZZ.jpg,3050,Island
0670892084,Welcome to My Planet: Where English Is Sometimes Spoken,Shannon Olson,2000,Viking Books,http://images.amazon.com/images/P/0670892084.01.MZZZZZZZ.jpg,3051,Viking Books
0394740181,American Indian Myths and Legends (Pantheon Fairy Tale and Folklore Library),RICHARD ERDOES,1985,Pantheon,http://images.amazon.com/images/P/0394740181.01.MZZZZZZZ.jpg,3052,Pantheon
0679731725,The Remains of the Day (Vintage International),Kazuo Ishiguro,1993,Vintage Books USA,http://images.amazon.com/images/P/0679731725.01.MZZZZZZZ.jpg,3053,Vintage Books USA
0064402754,The Best Christmas Pageant Ever,Barbara Robinson,1988,HarperTrophy,http://images.amazon.com/images/P/0064402754.01.MZZZZZZZ.jpg,3054,HarperTrophy
0451210638,A Case of Need,Michael Crichton,2003,Signet Book,http://images.amazon.com/images/P/0451210638.01.MZZZZZZZ.jpg,3055,Signet Book
0440173701,Remembrance,Danielle Steel,1983,Dell,http://images.amazon.com/images/P/0440173701.01.MZZZZZZZ.jpg,3056,Dell
0399151060,"Remember When (Roberts, Nora)",Nora Roberts,2003,Putnam Publishing Group,http://images.amazon.com/images/P/0399151060.01.MZZZZZZZ.jpg,3057,Putnam Publishing Group
0842332340,Armageddon: The Cosmic Battle of the Ages (Left Behind #11),Tim F. LaHaye,2003,Tyndale House Publishers,http://images.amazon.com/images/P/0842332340.01.MZZZZZZZ.jpg,3058,Tyndale House Publishers
0446600768,Snagged,Carol Higgins Clark,1994,Warner Books,http://images.amazon.com/images/P/0446600768.01.MZZZZZZZ.jpg,3059,Warner Books
074341134X,True to Form : A Novel,Elizabeth Berg,2002,Atria,http://images.amazon.com/images/P/074341134X.01.MZZZZZZZ.jpg,3060,Atria
0671525751,Someone to Watch Over Me : A Novel,Judith McNaught,2003,Atria Books,http://images.amazon.com/images/P/0671525751.01.MZZZZZZZ.jpg,3061,Atria Books
015100692X,The Crimson Petal and the White,Michel Faber,2002,Harcourt,http://images.amazon.com/images/P/015100692X.01.MZZZZZZZ.jpg,3062,Harcourt
155166884X,Doing Good,Pamela Morsi,2002,Mira Books,http://images.amazon.com/images/P/155166884X.01.MZZZZZZZ.jpg,3063,Mira Books
0064407691,"The Miserable Mill (A Series of Unfortunate Events, Book 4)",Lemony Snicket,2000,HarperCollins,http://images.amazon.com/images/P/0064407691.01.MZZZZZZZ.jpg,3064,HarperCollins
0385314698,The Sixteen Pleasures: A Novel,Robert Hellenga,1995,Delta,http://images.amazon.com/images/P/0385314698.01.MZZZZZZZ.jpg,3065,Delta
0671004239,The Locket,Richard Paul Evans,2000,Pocket,http://images.amazon.com/images/P/0671004239.01.MZZZZZZZ.jpg,3066,Pocket
0786866020,Fish! A Remarkable Way to Boost Morale and Improve Results,Stephen C. Lundin,2000,Hyperion,http://images.amazon.com/images/P/0786866020.01.MZZZZZZZ.jpg,3067,Hyperion
0399146725,The Jury,Steve Martini,2001,G. P. Putnam's Sons,http://images.amazon.com/images/P/0399146725.01.MZZZZZZZ.jpg,3068,G. P. Putnam's Sons
0345376579,The End of the Pier,Martha Grimes,1994,Ballantine Books,http://images.amazon.com/images/P/0345376579.01.MZZZZZZZ.jpg,3069,Ballantine Books
0679457526,Into Thin Air : A Personal Account of the Mount Everest Disaster,JON KRAKAUER,1997,Villard,http://images.amazon.com/images/P/0679457526.01.MZZZZZZZ.jpg,3070,Villard
0446610550,The Playboy,Carly Phillips,2003,Warner Forever,http://images.amazon.com/images/P/0446610550.01.MZZZZZZZ.jpg,3071,Warner Forever
0440207770,Silver Wedding,Maeve Binchy,1990,Dell,http://images.amazon.com/images/P/0440207770.01.MZZZZZZZ.jpg,3072,Dell
0571206484,Prodigal Summer,Barbara Kingsolver,2002,Faber & Faber Ltd,http://images.amazon.com/images/P/0571206484.01.MZZZZZZZ.jpg,3073,Faber & Faber Ltd
0316769509,Nine Stories,J.D. Salinger,1991,"Little, Brown",http://images.amazon.com/images/P/0316769509.01.MZZZZZZZ.jpg,3074,"Little, Brown"
039914675X,The Cat Who Went up the Creek,Lilian Jackson Braun,2002,Putnam Adult,http://images.amazon.com/images/P/039914675X.01.MZZZZZZZ.jpg,3075,Putnam Adult
0671007610,Olivia (Logan),V.C. Andrews,1999,Pocket Books,http://images.amazon.com/images/P/0671007610.01.MZZZZZZZ.jpg,3076,Pocket Books
0671534718,Melody (Logan),V.C. Andrews,1996,Pocket,http://images.amazon.com/images/P/0671534718.01.MZZZZZZZ.jpg,3077,Pocket
0440904196,"Are You There God?  It's Me, Margaret",Judy Blume,1991,Laure Leaf,http://images.amazon.com/images/P/0440904196.01.MZZZZZZZ.jpg,3078,Laure Leaf
0553273299,Flashback,Michael Palmer,1991,Bantam Books,http://images.amazon.com/images/P/0553273299.01.MZZZZZZZ.jpg,3079,Bantam Books
0671741187,Where Are the Children?,Mary Higgins Clark,1992,Pocket,http://images.amazon.com/images/P/0671741187.01.MZZZZZZZ.jpg,3080,Pocket
0590568795,"Egg Monsters from Mars (Goosebumps, No 42)",R. L. Stine,1996,Scholastic,http://images.amazon.com/images/P/0590568795.01.MZZZZZZZ.jpg,3081,Scholastic
0590568825,"Ghost Camp (Goosebumps, No 45)",R. L. Stine,1996,Scholastic,http://images.amazon.com/images/P/0590568825.01.MZZZZZZZ.jpg,3082,Scholastic
0590568744,"The Headless Ghost (Goosebumps, No 37)",R. L. Stine,1995,Scholastic,http://images.amazon.com/images/P/0590568744.01.MZZZZZZZ.jpg,3083,Scholastic
0590483471,"Monster Blood III (Goosebumps, No 29)",R. L. Stine,1995,Apple,http://images.amazon.com/images/P/0590483471.01.MZZZZZZZ.jpg,3084,Apple
0590483455,"The Horror at Camp Jellyjam (Goosebumps, No 33)",R. L. Stine,1995,Scholastic,http://images.amazon.com/images/P/0590483455.01.MZZZZZZZ.jpg,3085,Scholastic
0590483544,"Phantom of the Auditorium (Goosebumps, No 24)",R. L. Stine,1995,Apple,http://images.amazon.com/images/P/0590483544.01.MZZZZZZZ.jpg,3086,Apple
